user_convert	id_convert	Rating	timestamp
8	31	10.0	1284912000
8	44	10.0	1415462400
8	39	10.0	1439654400
8	54	9.0	1420819200
8	37	9.0	1412870400
8	23	8.0	1269014400
8	32	10.0	1418832000
8	5	10.0	1570032000
8	40	9.0	1465228800
8	48	10.0	1431619200
8	41	9.0	1412438400
8	19	9.0	1450800000
8	2	8.0	1534521600
8	4	9.0	1556121600
8	24	10.0	1382112000
8	27	10.0	1443715200
8	28	8.0	1542124800
8	20	7.0	1441987200
8	10	9.0	1545667200
8	16	8.0	1407513600
8	3	6.0	1542038400
8	43	10.0	1423238400
8	21	9.0	1460217600
8	58	9.0	1429286400
8	56	10.0	1473004800
8	7	8.0	1412956800
8	22	10.0	1488470400
8	45	9.0	1393603200
8	57	9.0	1533398400
8	0	10.0	1467993600
8	49	10.0	1448899200
8	42	5.0	1480780800
8	46	9.0	1487433600
8	12	10.0	1412438400
8	30	10.0	1479052800
8	25	9.0	1517155200
8	6	9.0	1433088000
8	34	10.0	1363449600
667	31	9.0	1595088000
667	37	9.0	1566835200
667	5	8.0	1576771200
667	40	8.0	1595001600
667	4	6.0	1570377600
667	20	7.0	1595088000
667	22	7.0	1595088000
667	33	7.0	1596556800
667	8	4.0	1589385600
667	46	7.0	1595001600
667	25	9.0	1595433600
18	31	8.0	1279123200
18	44	10.0	1415203200
18	39	10.0	1342627200
18	54	7.0	1358179200
18	52	9.0	1335456000
18	37	7.0	1389628800
18	23	9.0	1266940800
18	32	9.0	1406822400
18	48	9.0	1431705600
18	41	10.0	1412784000
18	35	8.0	1332259200
18	24	10.0	1380902400
18	38	10.0	1310572800
18	11	10.0	1276963200
18	59	7.0	1386777600
18	28	6.0	1366819200
18	1	8.0	1304179200
18	20	8.0	1429804800
18	10	6.0	1311782400
18	16	10.0	1395849600
18	3	7.0	1272556800
18	43	9.0	1413734400
18	9	9.0	1398441600
18	15	8.0	1293897600
18	18	8.0	1370966400
18	51	10.0	1269100800
18	50	9.0	1357920000
18	7	9.0	1400601600
18	33	9.0	1307548800
18	45	7.0	1388764800
18	53	9.0	1295452800
18	8	7.0	1352736000
18	17	9.0	1287417600
18	13	9.0	1384963200
18	29	6.0	1380124800
18	47	7.0	1371657600
18	55	8.0	1386950400
18	12	8.0	1401638400
18	26	7.0	1383062400
18	14	8.0	1370275200
18	6	9.0	1424275200
18	34	7.0	1357660800
825	44	10.0	1421942400
825	39	10.0	1497196800
825	54	3.0	1388764800
825	52	10.0	1422288000
825	40	9.0	1610035200
825	48	1.0	1432310400
825	19	9.0	1451491200
825	24	10.0	1435334400
825	27	6.0	1449331200
825	20	9.0	1429891200
825	16	10.0	1398182400
825	21	9.0	1450713600
825	18	2.0	1371744000
825	58	9.0	1421164800
825	56	7.0	1462723200
825	8	7.0	1378828800
825	0	7.0	1459267200
825	29	3.0	1382112000
825	47	1.0	1373212800
825	55	10.0	1387987200
825	12	10.0	1426435200
825	26	2.0	1386259200
825	30	10.0	1479484800
825	6	9.0	1438876800
395	44	8.0	1596556800
395	37	8.0	1596643200
395	23	8.0	1598889600
395	48	8.0	1597161600
395	41	8.0	1597420800
395	9	9.0	1598457600
395	21	8.0	1597766400
395	51	8.0	1598284800
395	22	8.0	1598371200
395	49	8.0	1598803200
395	29	8.0	1598284800
267	39	10.0	1343059200
267	52	10.0	1336924800
267	32	10.0	1411574400
267	40	9.0	1455984000
267	48	10.0	1431792000
267	19	8.0	1451318400
267	2	10.0	1530460800
267	4	9.0	1557331200
267	28	8.0	1368979200
267	1	8.0	1304870400
267	20	8.0	1430668800
267	10	8.0	1503244800
267	16	9.0	1397577600
267	3	9.0	1273680000
267	18	9.0	1373299200
267	56	9.0	1462723200
267	7	9.0	1402243200
267	22	9.0	1498492800
267	33	9.0	1307289600
267	8	10.0	1355500800
267	57	8.0	1523116800
267	0	8.0	1459094400
267	42	9.0	1470585600
267	47	8.0	1373558400
267	46	9.0	1499529600
267	26	9.0	1388419200
267	25	10.0	1509984000
392	31	10.0	1279209600
392	44	9.0	1415462400
392	39	10.0	1342800000
392	52	9.0	1336233600
392	5	9.0	1570464000
392	35	9.0	1332345600
392	11	10.0	1276704000
392	20	9.0	1429632000
392	3	8.0	1272643200
392	18	9.0	1372348800
392	33	10.0	1308844800
392	13	9.0	1385136000
392	47	7.0	1372608000
392	26	8.0	1383321600
628	54	10.0	1357833600
628	52	9.0	1336752000
628	37	10.0	1390233600
628	32	7.0	1409068800
628	41	10.0	1415376000
628	24	6.0	1381420800
628	16	10.0	1399651200
628	43	8.0	1422374400
628	9	7.0	1422374400
628	58	7.0	1422374400
628	8	10.0	1354118400
628	57	7.0	1529424000
628	42	6.0	1470672000
628	12	10.0	1404662400
628	34	8.0	1357315200
787	44	9.0	1603296000
787	5	8.0	1608393600
787	48	8.0	1612281600
787	41	8.0	1610553600
787	2	8.0	1612454400
787	4	7.0	1604851200
787	20	8.0	1606838400
787	56	7.0	1613750400
787	57	7.0	1611244800
787	46	7.0	1612972800
787	30	6.0	1594224000
787	25	7.0	1613145600
774	54	9.0	1578153600
774	52	9.0	1569686400
774	23	10.0	1569772800
774	32	9.0	1569686400
774	5	9.0	1570118400
774	40	9.0	1569686400
774	1	9.0	1569686400
774	20	8.0	1569686400
774	57	8.0	1569772800
774	26	9.0	1569686400
774	25	9.0	1569686400
549	44	1.0	1417363200
549	39	3.0	1342800000
549	40	9.0	1455465600
549	19	5.0	1450368000
549	20	7.0	1430323200
549	43	10.0	1424534400
549	21	10.0	1451318400
549	7	8.0	1401120000
549	8	1.0	1352822400
549	55	9.0	1386864000
638	37	8.0	1388332800
638	32	10.0	1407945600
638	40	10.0	1455033600
638	48	7.0	1431792000
638	41	9.0	1412956800
638	19	10.0	1450368000
638	27	10.0	1445616000
638	20	9.0	1430323200
638	16	10.0	1396022400
638	43	10.0	1420905600
638	21	9.0	1456243200
638	58	9.0	1422288000
638	56	10.0	1461772800
638	7	10.0	1400601600
638	45	10.0	1390492800
638	0	8.0	1458835200
638	42	9.0	1471536000
638	55	9.0	1387036800
638	12	7.0	1402588800
638	30	10.0	1479225600
391	39	9.0	1342713600
391	52	10.0	1335456000
391	32	10.0	1407600000
391	19	9.0	1450972800
391	35	9.0	1332604800
391	2	9.0	1525017600
391	24	10.0	1381852800
391	59	10.0	1355587200
391	28	9.0	1367337600
391	18	9.0	1371312000
391	7	9.0	1400774400
391	8	9.0	1351699200
391	57	10.0	1518883200
391	13	8.0	1386345600
391	47	7.0	1371830400
391	55	9.0	1386950400
391	12	9.0	1401897600
391	26	9.0	1383926400
391	25	10.0	1509724800
417	37	10.0	1389110400
417	5	9.0	1570291200
417	40	8.0	1455292800
417	41	9.0	1414166400
417	19	8.0	1450454400
417	21	8.0	1452096000
417	17	10.0	1586880000
417	49	9.0	1434729600
417	42	4.0	1471017600
417	30	7.0	1479657600
417	25	7.0	1510070400
95	44	9.0	1416844800
95	52	7.0	1410451200
95	37	7.0	1410105600
95	32	7.0	1408723200
95	48	8.0	1432483200
95	41	8.0	1413907200
95	35	7.0	1409068800
95	24	10.0	1412179200
95	27	7.0	1446393600
95	11	10.0	1419523200
95	59	9.0	1410796800
95	20	6.0	1431878400
95	16	7.0	1409673600
95	43	8.0	1421683200
95	9	9.0	1410019200
95	18	5.0	1410969600
95	58	7.0	1417449600
95	7	8.0	1409155200
95	45	10.0	1410019200
95	29	8.0	1416153600
95	47	5.0	1413475200
95	55	8.0	1413561600
95	12	7.0	1410105600
95	6	7.0	1423497600
352	31	10.0	1591027200
352	37	10.0	1592841600
352	23	8.0	1590249600
352	5	8.0	1595088000
352	48	10.0	1594569600
352	2	10.0	1595606400
352	4	9.0	1594569600
352	9	9.0	1591027200
352	58	8.0	1592668800
352	17	10.0	1592841600
352	29	9.0	1600444800
352	30	10.0	1590163200
791	31	8.0	1279382400
791	54	7.0	1356796800
791	52	7.0	1336924800
791	32	7.0	1407081600
791	41	3.0	1450972800
791	35	5.0	1345219200
791	24	5.0	1381075200
791	59	6.0	1355587200
791	28	1.0	1367510400
791	1	5.0	1315843200
791	16	3.0	1396713600
791	21	6.0	1452182400
791	15	5.0	1294329600
791	7	9.0	1400774400
791	8	6.0	1352563200
791	17	3.0	1295712000
791	0	1.0	1458921600
791	47	6.0	1371744000
791	55	6.0	1387123200
791	12	8.0	1402156800
791	30	6.0	1481040000
6	44	8.0	1415203200
6	32	8.0	1406908800
6	48	8.0	1431792000
6	41	7.0	1412179200
6	20	8.0	1430323200
6	16	9.0	1396540800
6	43	9.0	1419782400
6	58	9.0	1420300800
6	7	9.0	1400947200
6	12	8.0	1402761600
6	6	9.0	1423843200
11	31	5.0	1280246400
11	44	6.0	1419264000
11	54	7.0	1360684800
11	52	3.0	1336838400
11	37	5.0	1393948800
11	5	8.0	1570377600
11	40	8.0	1458662400
11	48	8.0	1432483200
11	41	7.0	1413216000
11	19	7.0	1450713600
11	35	7.0	1335024000
11	2	5.0	1525104000
11	4	6.0	1557244800
11	24	6.0	1385827200
11	27	7.0	1446912000
11	11	8.0	1279555200
11	59	5.0	1358524800
11	28	6.0	1368028800
11	20	5.0	1431100800
11	16	5.0	1397923200
11	3	3.0	1285344000
11	21	5.0	1455465600
11	15	6.0	1295971200
11	18	5.0	1372348800
11	58	8.0	1423497600
11	51	7.0	1273852800
11	56	5.0	1464105600
11	7	6.0	1402934400
11	22	8.0	1490889600
11	33	5.0	1317312000
11	45	6.0	1394553600
11	53	9.0	1294502400
11	8	6.0	1352476800
11	57	6.0	1521648000
11	17	4.0	1289232000
11	49	8.0	1439654400
11	13	5.0	1387814400
11	29	5.0	1393689600
11	55	4.0	1393689600
11	46	6.0	1480262400
11	12	6.0	1406390400
11	30	7.0	1480262400
11	6	7.0	1424880000
11	34	6.0	1358524800
55	31	7.0	1279296000
55	44	9.0	1415116800
55	39	10.0	1342713600
55	54	6.0	1356883200
55	52	9.0	1336233600
55	37	1.0	1387900800
55	23	5.0	1266681600
55	32	10.0	1406822400
55	48	10.0	1431532800
55	41	10.0	1412179200
55	19	6.0	1450281600
55	35	9.0	1333468800
55	24	10.0	1380816000
55	38	10.0	1310659200
55	36	10.0	1341936000
55	27	10.0	1445011200
55	59	9.0	1355587200
55	20	9.0	1430582400
55	10	9.0	1311609600
55	16	10.0	1399478400
55	43	10.0	1416844800
55	21	5.0	1451318400
55	15	7.0	1292169600
55	58	10.0	1419091200
55	56	6.0	1464105600
55	50	10.0	1353600000
55	7	10.0	1401292800
55	22	10.0	1488556800
55	45	8.0	1382716800
55	53	9.0	1292169600
55	8	10.0	1352563200
55	17	9.0	1286294400
55	49	8.0	1434729600
55	13	9.0	1385136000
55	29	10.0	1379779200
55	42	4.0	1470499200
55	47	9.0	1371916800
55	55	10.0	1388678400
55	46	9.0	1478448000
55	12	4.0	1404662400
55	30	10.0	1478966400
55	6	10.0	1423929600
55	34	10.0	1354377600
705	31	10.0	1279296000
705	23	7.0	1268496000
705	11	9.0	1279900800
705	1	7.0	1304697600
705	3	7.0	1272643200
705	15	9.0	1296144000
705	51	8.0	1306598400
705	33	9.0	1306857600
705	53	9.0	1295625600
705	17	9.0	1315670400
570	39	8.0	1343232000
570	54	7.0	1359302400
570	37	7.0	1389283200
570	32	7.0	1416844800
570	41	8.0	1415808000
570	35	7.0	1386345600
570	24	8.0	1381420800
570	38	7.0	1310659200
570	59	6.0	1355414400
570	43	8.0	1421683200
570	15	8.0	1294416000
570	18	6.0	1371916800
570	51	8.0	1413820800
570	50	8.0	1358438400
570	45	8.0	1389715200
570	8	8.0	1351958400
570	13	8.0	1418659200
570	55	7.0	1429459200
570	12	7.0	1413907200
570	14	7.0	1370620800
570	34	8.0	1353945600
521	31	10.0	1579708800
521	31	10.0	1579708800
521	44	9.0	1579708800
521	39	10.0	1579708800
521	5	10.0	1579708800
521	4	1.0	1579708800
521	38	10.0	1579708800
521	11	10.0	1579708800
521	20	3.0	1579795200
521	57	1.0	1581004800
521	42	2.0	1581782400
798	44	7.0	1425657600
798	41	8.0	1419609600
798	19	7.0	1479571200
798	4	8.0	1556380800
798	24	7.0	1391270400
798	20	5.0	1441468800
798	16	8.0	1411833600
798	21	7.0	1462550400
798	18	7.0	1372608000
798	56	8.0	1501344000
798	14	8.0	1371225600
798	6	8.0	1425657600
681	44	9.0	1415548800
681	39	10.0	1344009600
681	54	9.0	1368028800
681	52	10.0	1431273600
681	37	9.0	1388246400
681	32	10.0	1407168000
681	48	10.0	1431964800
681	35	8.0	1335542400
681	24	10.0	1380816000
681	38	8.0	1312300800
681	59	10.0	1356624000
681	28	6.0	1367683200
681	1	8.0	1304784000
681	20	8.0	1431532800
681	10	8.0	1312732800
681	16	9.0	1397491200
681	3	8.0	1430841600
681	15	9.0	1301932800
681	18	10.0	1458921600
681	33	8.0	1402675200
681	8	9.0	1352563200
681	0	7.0	1459180800
681	49	8.0	1437062400
681	13	8.0	1386604800
681	29	9.0	1390060800
681	47	7.0	1372003200
681	55	10.0	1387036800
681	12	8.0	1402934400
681	26	8.0	1383926400
681	30	8.0	1481731200
681	14	8.0	1370102400
672	44	2.0	1438876800
672	48	4.0	1440000000
672	27	5.0	1443715200
672	20	4.0	1430064000
672	21	9.0	1453132800
672	18	7.0	1445443200
672	56	3.0	1462464000
672	7	6.0	1444060800
672	0	8.0	1459180800
672	42	4.0	1470412800
672	30	5.0	1479225600
659	52	6.0	1590595200
659	32	8.0	1590768000
659	5	6.0	1576684800
659	2	10.0	1531929600
659	4	9.0	1556208000
659	38	10.0	1543334400
659	28	5.0	1590595200
659	1	8.0	1590422400
659	20	9.0	1590768000
659	10	7.0	1590595200
659	16	10.0	1592236800
659	3	9.0	1590508800
659	18	9.0	1593014400
659	57	9.0	1592582400
659	0	5.0	1593014400
659	46	7.0	1592496000
659	26	8.0	1590681600
659	25	7.0	1592582400
609	39	9.0	1373126400
609	28	6.0	1366905600
609	16	7.0	1396713600
609	18	7.0	1371139200
609	7	9.0	1400601600
609	45	10.0	1393084800
609	13	8.0	1385136000
609	12	8.0	1401206400
609	26	7.0	1383235200
609	14	5.0	1370707200
1	31	10.0	1599408000
1	44	10.0	1599408000
1	39	7.0	1599408000
1	5	9.0	1576684800
1	40	9.0	1570204800
1	48	10.0	1607184000
1	2	6.0	1570204800
1	4	7.0	1570204800
1	57	7.0	1570204800
1	30	10.0	1597161600
86	31	10.0	1421337600
86	44	8.0	1443542400
86	39	8.0	1395158400
86	54	9.0	1393344000
86	52	10.0	1413820800
86	37	9.0	1414684800
86	32	10.0	1407859200
86	5	9.0	1570723200
86	40	9.0	1455638400
86	48	9.0	1435680000
86	41	9.0	1441641600
86	19	10.0	1450281600
86	2	10.0	1524672000
86	4	10.0	1556380800
86	24	10.0	1409587200
86	38	9.0	1474128000
86	27	10.0	1444838400
86	59	7.0	1445097600
86	28	7.0	1389801600
86	1	8.0	1407686400
86	20	10.0	1429891200
86	10	8.0	1413648000
86	16	10.0	1396886400
86	3	6.0	1413302400
86	43	10.0	1424361600
86	9	9.0	1420387200
86	21	8.0	1452787200
86	18	9.0	1401984000
86	56	10.0	1462032000
